Region,Festival,Tradition,Song Name,Author,URL
South India,Onam,Devotional,Shiv Rasa,Kishori Amonkar,https://example.com/music/shiv-rasa-by-kishori-amonkar
West India,Ganesh Chaturthi,Classical,Ram Rasa,Vidushi Subbulakshmi,https://example.com/music/ram-rasa-by-vidushi-subbulakshmi
South India,Diwali,Folk,Devi Dhwani,Shubha Amonkar,https://example.com/music/devi-dhwani-by-shubha-amonkar
West India,Navratri,Devotional,Bhakti Tarana,Kishori Bhosle,https://example.com/music/bhakti-tarana-by-kishori-bhosle
West India,Navratri,Folk,Ganga Leela,Begum Kulkarni,https://example.com/music/ganga-leela-by-begum-kulkarni
East India,Bihu,Classical,Shri Stuti,Hari Khan,https://example.com/music/shri-stuti-by-hari-khan
West India,Diwali,Folk,Taal Geet,Mallikarjun Subbulakshmi,https://example.com/music/taal-geet-by-mallikarjun-subbulakshmi
East India,Chhath Puja,Folk,Shiv Rasa,Ravi Mangeshkar,https://example.com/music/shiv-rasa-by-ravi-mangeshkar
North India,Diwali,Bhajan,Shiv Sangeet,Hari Mangeshkar,https://example.com/music/shiv-sangeet-by-hari-mangeshkar
West India,Diwali,Folk,Swar Dhun,Shubha Shankar,https://example.com/music/swar-dhun-by-shubha-shankar
West India,Ganesh Chaturthi,Classical,Krishna Kirtan,Ravi Dey,https://example.com/music/krishna-kirtan-by-ravi-dey
East India,Bihu,Classical,Anand Dhwani,Bhimsen Shankar,https://example.com/music/anand-dhwani-by-bhimsen-shankar
East India,Bihu,Folk,Shri Malhar,Bhimsen Mansur,https://example.com/music/shri-malhar-by-bhimsen-mansur
North India,Baisakhi,Semi-Classical,Om Dhun,Shubha Subbulakshmi,https://example.com/music/om-dhun-by-shubha-subbulakshmi
South India,Diwali,Devotional,Ram Tarana,Pandit Amonkar,https://example.com/music/ram-tarana-by-pandit-amonkar
East India,Chhath Puja,Classical,Devi Aarti,Ustad Mansur,https://example.com/music/devi-aarti-by-ustad-mansur
North India,Baisakhi,Folk,Ram Vandana,Hari Gundecha,https://example.com/music/ram-vandana-by-hari-gundecha
West India,Diwali,Classical,Anand Geet,Vidushi Dey,https://example.com/music/anand-geet-by-vidushi-dey
West India,Navratri,Folk,Krishna Leela,Mallikarjun Mansur,https://example.com/music/krishna-leela-by-mallikarjun-mansur
West India,Ganesh Chaturthi,Devotional,Krishna Katha,M.S. Joshi,https://example.com/music/krishna-katha-by-m.s.-joshi
South India,Pongal,Folk,Anand Malhar,Kumar Subbulakshmi,https://example.com/music/anand-malhar-by-kumar-subbulakshmi
North India,Lohri,Classical,Ganga Malhar,Shubha Dey,https://example.com/music/ganga-malhar-by-shubha-dey
South India,Onam,Folk,Taal Stuti,Kishori Amonkar,https://example.com/music/taal-stuti-by-kishori-amonkar
West India,Diwali,Folk,Devi Sangeet,Vidushi Bhosle,https://example.com/music/devi-sangeet-by-vidushi-bhosle
West India,Diwali,Folk,Anand Dhun,M.S. Shankar,https://example.com/music/anand-dhun-by-m.s.-shankar
South India,Onam,Devotional,Ram Bhajan,Shubha Mansur,https://example.com/music/ram-bhajan-by-shubha-mansur
South India,Onam,Classical,Maha Sangeet,Kumar Mansur,https://example.com/music/maha-sangeet-by-kumar-mansur
East India,Bihu,Tribal,Maha Katha,Bhimsen Gundecha,https://example.com/music/maha-katha-by-bhimsen-gundecha
East India,Bihu,Folk,Maha Dhwani,M.S. Mangeshkar,https://example.com/music/maha-dhwani-by-m.s.-mangeshkar
North India,Diwali,Bhajan,Jai Bhajan,M.S. Dey,https://example.com/music/jai-bhajan-by-m.s.-dey
North India,Lohri,Classical,Shri Rasa,Pandit Khan,https://example.com/music/shri-rasa-by-pandit-khan
East India,Chhath Puja,Folk,Ram Vandana,Pandit Dey,https://example.com/music/ram-vandana-by-pandit-dey
West India,Navratri,Classical,Devi Aarti,Shubha Kulkarni,https://example.com/music/devi-aarti-by-shubha-kulkarni
East India,Chhath Puja,Folk,Ganga Aarti,Ravi Amonkar,https://example.com/music/ganga-aarti-by-ravi-amonkar
East India,Bihu,Classical,Ganga Leela,Ustad Mansur,https://example.com/music/ganga-leela-by-ustad-mansur
South India,Onam,Classical,Ram Dhwani,Kumar Amonkar,https://example.com/music/ram-dhwani-by-kumar-amonkar
North India,Baisakhi,Semi-Classical,Swar Geet,Kumar Mansur,https://example.com/music/swar-geet-by-kumar-mansur
South India,Pongal,Classical,Ram Rasa,Mallikarjun Khan,https://example.com/music/ram-rasa-by-mallikarjun-khan
North India,Baisakhi,Classical,Raga Sangeet,Ustad Khan,https://example.com/music/raga-sangeet-by-ustad-khan
East India,Durga Puja,Folk,Jai Tarana,Pt. Mangeshkar,https://example.com/music/jai-tarana-by-pt.-mangeshkar
East India,Chhath Puja,Folk,Taal Aarti,Kumar Bhosle,https://example.com/music/taal-aarti-by-kumar-bhosle
North India,Diwali,Semi-Classical,Swar Malhar,Vidushi Sharma,https://example.com/music/swar-malhar-by-vidushi-sharma
North India,Lohri,Semi-Classical,Prema Dhun,Pt. Shankar,https://example.com/music/prema-dhun-by-pt.-shankar
East India,Bihu,Tribal,Devi Bhajan,Pandit Kulkarni,https://example.com/music/devi-bhajan-by-pandit-kulkarni
East India,Bihu,Folk,Ganga Leela,Bhimsen Shankar,https://example.com/music/ganga-leela-by-bhimsen-shankar
South India,Onam,Classical,Shri Kirtan,Bhimsen Kulkarni,https://example.com/music/shri-kirtan-by-bhimsen-kulkarni
East India,Bihu,Classical,Shri Malhar,Ravi Subbulakshmi,https://example.com/music/shri-malhar-by-ravi-subbulakshmi
West India,Diwali,Folk,Swar Stuti,Vidushi Kulkarni,https://example.com/music/swar-stuti-by-vidushi-kulkarni
South India,Onam,Devotional,Bhakti Kirtan,Pandit Gundecha,https://example.com/music/bhakti-kirtan-by-pandit-gundecha
South India,Diwali,Folk,Taal Kirtan,Pt. Kulkarni,https://example.com/music/taal-kirtan-by-pt.-kulkarni
West India,Diwali,Classical,Prema Leela,Kishori Mangeshkar,https://example.com/music/prema-leela-by-kishori-mangeshkar
East India,Bihu,Tribal,Om Tarana,Bhimsen Kulkarni,https://example.com/music/om-tarana-by-bhimsen-kulkarni
East India,Bihu,Folk,Raga Sangeet,Pandit Bhosle,https://example.com/music/raga-sangeet-by-pandit-bhosle
West India,Diwali,Folk,Bhakti Vandana,Ravi Khan,https://example.com/music/bhakti-vandana-by-ravi-khan
East India,Durga Puja,Classical,Krishna Katha,Bhimsen Joshi,https://example.com/music/krishna-katha-by-bhimsen-joshi
West India,Navratri,Classical,Maha Leela,M.S. Bhosle,https://example.com/music/maha-leela-by-m.s.-bhosle
North India,Lohri,Bhajan,Swar Kirtan,Begum Shankar,https://example.com/music/swar-kirtan-by-begum-shankar
East India,Durga Puja,Classical,Taal Dhwani,Kumar Amonkar,https://example.com/music/taal-dhwani-by-kumar-amonkar
East India,Bihu,Folk,Shiv Rasa,Shubha Mansur,https://example.com/music/shiv-rasa-by-shubha-mansur
West India,Navratri,Folk,Guru Dhun,Hari Khan,https://example.com/music/guru-dhun-by-hari-khan
East India,Durga Puja,Tribal,Bhakti Stuti,Vidushi Bhosle,https://example.com/music/bhakti-stuti-by-vidushi-bhosle
West India,Diwali,Devotional,Shiv Bhajan,Hari Mansur,https://example.com/music/shiv-bhajan-by-hari-mansur
South India,Pongal,Folk,Anand Tarana,Kumar Khan,https://example.com/music/anand-tarana-by-kumar-khan
South India,Diwali,Classical,Devi Katha,Ravi Sharma,https://example.com/music/devi-katha-by-ravi-sharma
West India,Diwali,Folk,Raga Dhun,Ravi Amonkar,https://example.com/music/raga-dhun-by-ravi-amonkar
East India,Bihu,Folk,Anand Aarti,Ustad Kulkarni,https://example.com/music/anand-aarti-by-ustad-kulkarni
East India,Durga Puja,Tribal,Taal Geet,Ustad Bhosle,https://example.com/music/taal-geet-by-ustad-bhosle
West India,Navratri,Folk,Bhakti Katha,M.S. Gundecha,https://example.com/music/bhakti-katha-by-m.s.-gundecha
North India,Diwali,Semi-Classical,Shri Vandana,Pt. Mansur,https://example.com/music/shri-vandana-by-pt.-mansur
North India,Diwali,Classical,Swar Geet,Vidushi Subbulakshmi,https://example.com/music/swar-geet-by-vidushi-subbulakshmi
South India,Diwali,Devotional,Devi Kirtan,Pandit Shankar,https://example.com/music/devi-kirtan-by-pandit-shankar
South India,Diwali,Classical,Shiv Bhajan,Kishori Mangeshkar,https://example.com/music/shiv-bhajan-by-kishori-mangeshkar
South India,Onam,Folk,Ganga Dhun,Pt. Dey,https://example.com/music/ganga-dhun-by-pt.-dey
East India,Chhath Puja,Classical,Guru Bhajan,Kumar Bhosle,https://example.com/music/guru-bhajan-by-kumar-bhosle
West India,Diwali,Classical,Ganga Katha,Bhimsen Dey,https://example.com/music/ganga-katha-by-bhimsen-dey
West India,Diwali,Classical,Bhakti Sangeet,M.S. Kulkarni,https://example.com/music/bhakti-sangeet-by-m.s.-kulkarni
East India,Bihu,Classical,Raga Tarana,Vidushi Gundecha,https://example.com/music/raga-tarana-by-vidushi-gundecha
East India,Chhath Puja,Classical,Ram Aarti,Pandit Mansur,https://example.com/music/ram-aarti-by-pandit-mansur
North India,Holi,Semi-Classical,Anand Kirtan,Begum Mansur,https://example.com/music/anand-kirtan-by-begum-mansur
North India,Diwali,Semi-Classical,Ram Kirtan,Mallikarjun Amonkar,https://example.com/music/ram-kirtan-by-mallikarjun-amonkar
East India,Bihu,Classical,Guru Malhar,Hari Shankar,https://example.com/music/guru-malhar-by-hari-shankar
North India,Diwali,Classical,Anand Dhun,Mallikarjun Dey,https://example.com/music/anand-dhun-by-mallikarjun-dey
West India,Ganesh Chaturthi,Classical,Ganga Stuti,Ustad Bhosle,https://example.com/music/ganga-stuti-by-ustad-bhosle
North India,Diwali,Bhajan,Prema Leela,Shubha Gundecha,https://example.com/music/prema-leela-by-shubha-gundecha
North India,Holi,Classical,Shri Bhajan,Vidushi Joshi,https://example.com/music/shri-bhajan-by-vidushi-joshi
West India,Diwali,Devotional,Shri Bhajan,Kishori Amonkar,https://example.com/music/shri-bhajan-by-kishori-amonkar
North India,Holi,Semi-Classical,Om Dhun,Kumar Mangeshkar,https://example.com/music/om-dhun-by-kumar-mangeshkar
West India,Ganesh Chaturthi,Folk,Raga Dhun,Bhimsen Shankar,https://example.com/music/raga-dhun-by-bhimsen-shankar
South India,Onam,Classical,Swar Dhun,Bhimsen Shankar,https://example.com/music/swar-dhun-by-bhimsen-shankar
South India,Pongal,Devotional,Bhakti Dhun,Hari Bhosle,https://example.com/music/bhakti-dhun-by-hari-bhosle
North India,Lohri,Semi-Classical,Maha Tarana,Bhimsen Mangeshkar,https://example.com/music/maha-tarana-by-bhimsen-mangeshkar
West India,Diwali,Classical,Prema Bhajan,Hari Gundecha,https://example.com/music/prema-bhajan-by-hari-gundecha
South India,Diwali,Folk,Shiv Vandana,Ravi Kulkarni,https://example.com/music/shiv-vandana-by-ravi-kulkarni
East India,Chhath Puja,Classical,Anand Dhwani,Bhimsen Kulkarni,https://example.com/music/anand-dhwani-by-bhimsen-kulkarni
West India,Navratri,Folk,Shri Malhar,Shubha Sharma,https://example.com/music/shri-malhar-by-shubha-sharma
West India,Diwali,Folk,Jai Katha,Bhimsen Dey,https://example.com/music/jai-katha-by-bhimsen-dey
West India,Navratri,Classical,Prema Sangeet,Ravi Khan,https://example.com/music/prema-sangeet-by-ravi-khan
South India,Diwali,Folk,Jai Tarana,Pandit Dey,https://example.com/music/jai-tarana-by-pandit-dey
East India,Chhath Puja,Classical,Krishna Stuti,Ravi Dey,https://example.com/music/krishna-stuti-by-ravi-dey
North India,Diwali,Bhajan,Shri Dhwani,Kumar Bhosle,https://example.com/music/shri-dhwani-by-kumar-bhosle
East India,Bihu,Classical,Taal Tarana,Ravi Bhosle,https://example.com/music/taal-tarana-by-ravi-bhosle
West India,Navratri,Folk,Shri Sangeet,Ravi Amonkar,https://example.com/music/shri-sangeet-by-ravi-amonkar
South India,Diwali,Classical,Anand Kirtan,Bhimsen Bhosle,https://example.com/music/anand-kirtan-by-bhimsen-bhosle
West India,Ganesh Chaturthi,Devotional,Taal Kirtan,Vidushi Sharma,https://example.com/music/taal-kirtan-by-vidushi-sharma
West India,Ganesh Chaturthi,Classical,Guru Leela,Begum Sharma,https://example.com/music/guru-leela-by-begum-sharma
North India,Baisakhi,Bhajan,Shiv Stuti,Pt. Amonkar,https://example.com/music/shiv-stuti-by-pt.-amonkar
North India,Diwali,Folk,Raga Dhwani,Hari Sharma,https://example.com/music/raga-dhwani-by-hari-sharma
East India,Chhath Puja,Folk,Jai Kirtan,Kumar Amonkar,https://example.com/music/jai-kirtan-by-kumar-amonkar
South India,Onam,Folk,Krishna Geet,Pt. Dey,https://example.com/music/krishna-geet-by-pt.-dey
South India,Pongal,Folk,Bhakti Dhun,Ustad Bhosle,https://example.com/music/bhakti-dhun-by-ustad-bhosle
East India,Chhath Puja,Folk,Shri Tarana,Kishori Shankar,https://example.com/music/shri-tarana-by-kishori-shankar
North India,Baisakhi,Bhajan,Krishna Geet,Shubha Kulkarni,https://example.com/music/krishna-geet-by-shubha-kulkarni
East India,Chhath Puja,Classical,Maha Leela,Bhimsen Joshi,https://example.com/music/maha-leela-by-bhimsen-joshi
South India,Onam,Devotional,Anand Dhun,M.S. Sharma,https://example.com/music/anand-dhun-by-m.s.-sharma
East India,Bihu,Folk,Maha Bhajan,Vidushi Shankar,https://example.com/music/maha-bhajan-by-vidushi-shankar
East India,Durga Puja,Folk,Taal Dhun,Begum Joshi,https://example.com/music/taal-dhun-by-begum-joshi
North India,Lohri,Bhajan,Devi Leela,Begum Bhosle,https://example.com/music/devi-leela-by-begum-bhosle
North India,Diwali,Classical,Swar Tarana,Kishori Sharma,https://example.com/music/swar-tarana-by-kishori-sharma
South India,Onam,Classical,Ganga Sangeet,Shubha Mansur,https://example.com/music/ganga-sangeet-by-shubha-mansur
West India,Diwali,Devotional,Prema Geet,Ravi Amonkar,https://example.com/music/prema-geet-by-ravi-amonkar
North India,Lohri,Semi-Classical,Taal Aarti,Shubha Gundecha,https://example.com/music/taal-aarti-by-shubha-gundecha
East India,Durga Puja,Folk,Swar Aarti,Hari Gundecha,https://example.com/music/swar-aarti-by-hari-gundecha
South India,Diwali,Folk,Maha Sangeet,Pt. Subbulakshmi,https://example.com/music/maha-sangeet-by-pt.-subbulakshmi
South India,Onam,Classical,Ram Dhwani,Ravi Gundecha,https://example.com/music/ram-dhwani-by-ravi-gundecha
North India,Holi,Folk,Jai Dhun,Hari Gundecha,https://example.com/music/jai-dhun-by-hari-gundecha
South India,Pongal,Folk,Ram Leela,Pandit Amonkar,https://example.com/music/ram-leela-by-pandit-amonkar
East India,Durga Puja,Tribal,Swar Malhar,Hari Shankar,https://example.com/music/swar-malhar-by-hari-shankar
West India,Navratri,Classical,Maha Tarana,Mallikarjun Subbulakshmi,https://example.com/music/maha-tarana-by-mallikarjun-subbulakshmi
East India,Chhath Puja,Folk,Jai Aarti,M.S. Mangeshkar,https://example.com/music/jai-aarti-by-m.s.-mangeshkar
East India,Durga Puja,Folk,Krishna Rasa,Ravi Joshi,https://example.com/music/krishna-rasa-by-ravi-joshi
North India,Lohri,Semi-Classical,Devi Malhar,Hari Shankar,https://example.com/music/devi-malhar-by-hari-shankar
South India,Onam,Devotional,Ganga Stuti,Ravi Kulkarni,https://example.com/music/ganga-stuti-by-ravi-kulkarni
West India,Ganesh Chaturthi,Classical,Krishna Vandana,M.S. Subbulakshmi,https://example.com/music/krishna-vandana-by-m.s.-subbulakshmi
West India,Diwali,Folk,Devi Aarti,Ustad Gundecha,https://example.com/music/devi-aarti-by-ustad-gundecha
West India,Ganesh Chaturthi,Folk,Taal Katha,Shubha Shankar,https://example.com/music/taal-katha-by-shubha-shankar
South India,Onam,Devotional,Prema Geet,Mallikarjun Sharma,https://example.com/music/prema-geet-by-mallikarjun-sharma
East India,Bihu,Tribal,Anand Stuti,Pt. Mangeshkar,https://example.com/music/anand-stuti-by-pt.-mangeshkar
West India,Ganesh Chaturthi,Devotional,Ram Rasa,Ustad Shankar,https://example.com/music/ram-rasa-by-ustad-shankar
East India,Chhath Puja,Folk,Om Dhwani,Vidushi Joshi,https://example.com/music/om-dhwani-by-vidushi-joshi
East India,Bihu,Folk,Bhakti Tarana,Shubha Bhosle,https://example.com/music/bhakti-tarana-by-shubha-bhosle
South India,Pongal,Folk,Taal Dhun,Ravi Joshi,https://example.com/music/taal-dhun-by-ravi-joshi
North India,Diwali,Classical,Anand Bhajan,Kumar Shankar,https://example.com/music/anand-bhajan-by-kumar-shankar
West India,Navratri,Devotional,Bhakti Stuti,Pandit Shankar,https://example.com/music/bhakti-stuti-by-pandit-shankar
West India,Diwali,Folk,Taal Dhwani,Kumar Mansur,https://example.com/music/taal-dhwani-by-kumar-mansur
South India,Onam,Devotional,Maha Dhun,Kumar Mansur,https://example.com/music/maha-dhun-by-kumar-mansur
South India,Pongal,Classical,Krishna Geet,Begum Subbulakshmi,https://example.com/music/krishna-geet-by-begum-subbulakshmi
